label,replicate,budget,n_eval,eval_base_accuracy,n_train_traces,n_correct_traces,n_probe_traces,n_token_probe_rows,train_base_accuracy,auroc_rmd_tail_q20,auroc_probe_hidden_tail_q20,auroc_probe_token_tail_q20,aurc_B0,auacc_B0,excess_aurc_B0,aurc_B0_rmd,auacc_B0_rmd,excess_aurc_B0_rmd,aurc_B0_probe,auacc_B0_probe,excess_aurc_B0_probe,aurc_B0_token_probe,auacc_B0_token_probe,excess_aurc_B0_token_probe,aurc_B0_both,auacc_B0_both,excess_aurc_B0_both,delta_aurc_B0_rmd_minus_B0,delta_aurc_B0_probe_minus_B0,delta_aurc_B0_rmd_minus_B0_probe,delta_aurc_B0_both_minus_B0_rmd,delta_aurc_B0_token_probe_minus_B0,delta_aurc_B0_rmd_minus_B0_token_probe,seconds
deepseek,3,25,311,0.8070739549839229,200,137,191,44373,0.72,0.6230411686586986,0.6189907038512616,0.595883134130146,0.15890128277271676,0.837883283143682,-0.03080932815975912,0.15307221267441373,0.843712353241985,-0.036638398258062144,0.17150806223006487,0.8252765036863339,-0.018202548702411003,0.16189688663719048,0.8348876792792083,-0.02781372429528539,0.16431738412460173,0.832467181791797,-0.025393226807874147,-0.005829070098303024,0.012606779457348116,-0.01843584955565114,0.011245171450187996,0.002995603864473728,-0.008824673962776752,55.131306648254395
deepseek,3,50,311,0.8070739549839229,400,277,379,89940,0.74,0.7532536520584329,0.7661354581673306,0.6426294820717132,0.11573111713068762,0.8810534487857111,-0.07397949380178825,0.08214329255094488,0.9146412733654539,-0.107567318381531,0.07875978960867636,0.9180247763077224,-0.11095082132379952,0.16221427083628148,0.8345702950801173,-0.027496340096194394,0.08423853609318877,0.91254602982321,-0.10547207483928711,-0.03358782457974274,-0.036971327522011266,0.0033835029422685237,0.0020952435422438853,0.04648315370559386,-0.0800709782853366,81.17670035362244
deepseek,3,100,311,0.8070739549839229,800,549,748,173441,0.73,0.7722443559096945,0.7769588313413014,0.7779548472775565,0.1200494666240628,0.876735099292336,-0.06966114430841308,0.06792501003239404,0.9288595558840047,-0.12178560090008184,0.06822570401744155,0.9285588618989572,-0.12148490691503433,0.0693913553008142,0.9273932106155846,-0.12031925563166168,0.06330352525777627,0.9334810406586225,-0.1264070856746996,-0.052124456591668755,-0.05182376260662125,-0.00030069398504750655,-0.004621484774617768,-0.0506581113232486,-0.001466345268420155,110.99419832229614
deepseek,4,25,318,0.7861635220125787,200,144,192,45277,0.76,0.6974117647058823,0.7192352941176471,0.677235294117647,0.19684300455735015,0.8000123413545995,-0.013848819342020868,0.17931589215418253,0.8175394537577672,-0.03137593174518849,0.18835808253251562,0.8084972633794341,-0.022333741366855397,0.2316555004209121,0.7651998454910376,0.020963676521541075,0.17887472530661663,0.817980620605333,-0.03181709859275439,-0.017527112403167622,-0.00848492202483453,-0.009042190378333093,-0.0004411668475658992,0.03481249586356194,-0.052339608266729565,55.93101191520691
deepseek,4,50,318,0.7861635220125787,400,301,368,85131,0.82,0.6417058823529411,0.7549999999999999,0.6764705882352942,0.1861387518026688,0.8107165941092809,-0.02455307209670221,0.17238994286318488,0.8244654030487648,-0.03830188103618615,0.17471927671904552,0.8221360691929042,-0.0359725471803255,0.23499014624909198,0.7618651996628577,0.024298322349720958,0.169604657304394,0.8272506886075557,-0.04108716659497702,-0.013748808939483936,-0.011419475083623287,-0.002329333855860649,-0.002785285558790873,0.04885139444642317,-0.0626002033859071,74.50745582580566
deepseek,4,100,318,0.7861635220125787,800,573,710,165311,0.77,0.6731176470588235,0.7735294117647058,0.7606470588235293,0.1610850538937444,0.8357702920182053,-0.04960677000562663,0.13486598342812484,0.8619893624838249,-0.07582584047124619,0.1134100518307285,0.8834452940812212,-0.09728177206864252,0.1105557881198378,0.8862995577921119,-0.10013603577953323,0.11216050873807915,0.8846948371738705,-0.09853131516129188,-0.026219070465619554,-0.04767500206301589,0.021455931597396338,-0.02270547469004569,-0.050529265773906595,0.02431019530828704,114.19739389419556
deepseek,5,25,312,0.8205128205128205,200,132,185,44269,0.68,0.7386300223214285,0.6399972098214286,0.6593191964285714,0.16537793869473894,0.8314169331001329,-0.010904112587312387,0.08717765796012111,0.9096172138347507,-0.08910439332193021,0.11111678186429574,0.8856780899305761,-0.06516526941775558,0.10884230922575511,0.8879525625691167,-0.06743974205629621,0.09471980438293581,0.902075067411936,-0.08156224689911551,-0.07820028073461782,-0.05426115683044319,-0.02393912390417463,0.0075421464228146995,-0.05653562946898383,-0.021664651265633994,58.87472152709961
deepseek,5,50,312,0.8205128205128205,400,278,377,90134,0.7,0.7608119419642858,0.6056082589285715,0.7220982142857144,0.13649489899634326,0.8602999727985285,-0.03978715228570806,0.07724821566584028,0.9195466561290315,-0.09903383561621104,0.12651365928695069,0.8702812125079211,-0.049768391995100636,0.09720465906913678,0.899590212725735,-0.07907739221291454,0.08643026930122466,0.9103646024936471,-0.08985178198082666,-0.05924668333050298,-0.009981239709392575,-0.049265443621110405,0.00918205363538438,-0.03929023992720648,-0.019956443403296498,79.13325142860413
deepseek,5,100,312,0.8205128205128205,800,532,748,174097,0.68,0.7322126116071428,0.7689034598214286,0.7355608258928571,0.12804395224814125,0.8687509195467306,-0.048238099033910076,0.07725080308803034,0.9195440687068415,-0.09903124819402098,0.06939649240470946,0.9273983793901623,-0.10688555887734186,0.06897904703667734,0.9278158247581945,-0.10730300424537398,0.06883476813775347,0.9279601036571183,-0.10744728314429786,-0.050793149160110906,-0.05864745984343178,0.007854310683320875,-0.008416034950276874,-0.0590649052114639,0.008271756051352996,109.40236926078796
deepseek,6,25,312,0.7980769230769231,200,151,179,41777,0.76,0.5864728756295021,0.5636514311213107,0.5234270414993307,0.15299428892465472,0.8438005828702171,-0.04572365979329396,0.14063635475120462,0.8561585170436672,-0.05808159396674406,0.15014000265132132,0.8466548691435505,-0.04857794606662735,0.15310698715564852,0.8436878846392233,-0.045610961562300156,0.13990369878529796,0.8568911730095738,-0.05881424993265072,-0.012357934173450102,-0.002854286273333395,-0.009503647900116707,-0.0007326559659066589,0.00011269823099380183,-0.012470632404443904,55.59398317337036
deepseek,6,50,312,0.7980769230769231,400,271,362,84517,0.7,0.6265697711480843,0.6929304519665965,0.6156690253075796,0.1692403573595196,0.8275545144353522,-0.02947759135842909,0.14009536355880603,0.8566995082360658,-0.05862258515914265,0.15805676835789118,0.8387381034369806,-0.0406611803600575,0.16620966893291111,0.8305852028619607,-0.032508279785037564,0.14068700070832119,0.8561078710865506,-0.05803094800962749,-0.02914499380071356,-0.011183589001628413,-0.017961404799085146,0.0005916371495151562,-0.0030306884266084744,-0.026114305374105085,80.1816816329956
deepseek,6,100,312,0.7980769230769231,800,544,726,169258,0.72,0.6307770765602091,0.7670682730923695,0.6599732262382865,0.16359921234843988,0.8331956594464319,-0.035118736369508796,0.1469646483757383,0.8498302234191335,-0.05175330034221037,0.1064895892478196,0.8903052825470522,-0.09222835947012908,0.14000755188656133,0.8567873199083105,-0.058710396831387346,0.10696772900691665,0.8898271427879552,-0.09175021971103203,-0.016634563972701577,-0.05710962310062029,0.04047505912791871,-0.03999691936882166,-0.02359166046187855,0.006957096489176973,119.28325891494751
deepseek,7,25,318,0.7767295597484277,200,162,186,43899,0.88,0.5680561099389861,0.6032958886924789,0.5483263956206877,0.26043635436295376,0.7364189915489959,0.040310568199431795,0.266438416684751,0.7304169292271987,0.046312630521229026,0.2834393473357537,0.713415998576196,0.06331356117223175,0.27515465010325213,0.7217006958086976,0.055028863939730166,0.27785768711213443,0.7189976587998153,0.05773190094861247,0.00600206232179723,0.02300299297279995,-0.01700093065100272,0.011419270427383443,0.01471829574029837,-0.00871623341850114,52.88061499595642
deepseek,7,50,318,0.7767295597484277,400,293,355,80583,0.8,0.6661344585733022,0.6632833437874209,0.6503392826595199,0.15063587560588299,0.8462194703060667,-0.06948991055763898,0.13753014670843355,0.8593251992035161,-0.08259563945508841,0.1527404787074027,0.844114867204547,-0.06738530745611926,0.18884926630912713,0.8080060796028226,-0.031276519854394835,0.1428174804937602,0.8540378654181895,-0.07730830566976177,-0.013105728897449431,0.0021046031015197197,-0.015210331998969151,0.005287333785326642,0.03821339070324414,-0.051319119600693575,74.6111409664154
deepseek,7,100,318,0.7767295597484277,800,590,711,165563,0.8,0.6732052232422876,0.7046815304784171,0.7038261960426527,0.14668647188994532,0.8501688740220044,-0.07343931427357664,0.12013953425552948,0.8767158116564202,-0.09998625190799248,0.11910653363452706,0.8777488122774226,-0.10101925252899491,0.17424836167139457,0.8226069842405551,-0.045877424492127394,0.10797424871138639,0.8888810972005633,-0.11215153745213557,-0.026546937634415846,-0.027579938255418268,0.0010330006210024223,-0.01216528554414309,0.027561889781449245,-0.05410882741586509,103.12743473052979
deepseek,8,25,314,0.7898089171974523,200,126,188,44115,0.64,0.7894672531769307,0.7320992179863148,0.7150537634408602,0.20173037024884077,0.795084916375363,-0.005275999177910773,0.11104149302116839,0.8857737936030354,-0.09596487640558315,0.15651346625583407,0.8403018203683698,-0.05049290317091748,0.15445088423298126,0.8423644023912226,-0.05255548519377029,0.11264497419882902,0.8841703124253748,-0.09436139522792253,-0.09068887722767238,-0.04521690399300671,-0.045471973234665675,0.0016034811776606261,-0.04727948601585952,-0.043409391211812864,54.80623173713684
deepseek,8,50,314,0.7898089171974523,400,288,374,86748,0.74,0.7533602150537635,0.7790811339198436,0.7493890518084066,0.16840362616909288,0.8284116604551109,-0.03860274325765867,0.1109472800432475,0.8858680065809563,-0.09605908938350405,0.09322335305595975,0.9035919335682441,-0.1137830163707918,0.145087037709824,0.8517282489143798,-0.06191933171692754,0.08561256751096502,0.9112027191132388,-0.12139380191578653,-0.05745634612584538,-0.07518027311313313,0.017723926987287753,-0.025334712532282477,-0.023316588459268872,-0.03413975766657651,72.33116316795349
deepseek,8,100,314,0.7898089171974523,800,574,726,168651,0.77,0.6901270772238515,0.7984481915933528,0.7810972629521017,0.16048324217208643,0.8363320444521174,-0.04652312725466512,0.12731032789969066,0.8695049587245132,-0.07969604152706089,0.08806107867014046,0.9087542079540634,-0.11894529075661109,0.0961044719206744,0.9007108147035294,-0.11090189750607715,0.08775833154358403,0.9090569550806198,-0.11924803788316751,-0.03317291427239577,-0.07242216350194597,0.0392492492295502,-0.03955199635610662,-0.06437877025141203,0.03120585597901626,120.63813900947571
deepseek,9,25,315,0.7936507936507936,200,140,193,46113,0.72,0.7895384615384615,0.7449846153846154,0.7608615384615385,0.15683431726492492,0.8399910795604719,-0.046340285909678314,0.07116918702457853,0.9256562098008183,-0.1320054161500247,0.19104431065933225,0.8057810861660646,-0.01213029251527098,0.21804909163422326,0.7787763051911736,0.014874488459620028,0.09604755769519913,0.9007778391301977,-0.1071270454794041,-0.08566513024034639,0.034209993394407334,-0.11987512363475372,0.024878370670620598,0.06121477436929834,-0.14687990460964473,61.79460024833679
deepseek,9,50,315,0.7936507936507936,400,283,364,87751,0.76,0.7316307692307692,0.7571076923076923,0.7556923076923077,0.1448913056379285,0.8519340911874683,-0.058283297536674716,0.0853240573622126,0.9115013394631842,-0.11785054581239063,0.07878180573266014,0.9180435910927367,-0.12439279744194309,0.07926018601553086,0.917565210809866,-0.12391441715907237,0.07568739417076287,0.921138002654634,-0.12748720900384036,-0.05956724827571591,-0.06610949990526838,0.006542251629552465,-0.009636663191449735,-0.06563111962239765,0.006063871346681737,81.23343276977539
deepseek,9,100,315,0.7936507936507936,800,562,740,173733,0.75,0.7404923076923076,0.7509538461538462,0.7751384615384616,0.15479838400855328,0.8420270128168436,-0.04837621916604995,0.11824549482007807,0.8785799020053188,-0.08492910835452516,0.10083212574933942,0.8959932710760574,-0.10234247742526381,0.09653033198903949,0.9002950648363574,-0.10664427118556374,0.09733512250092424,0.8994902743244726,-0.10583948067367899,-0.03655288918847521,-0.05396625825921386,0.01741336907073865,-0.020910372319153825,-0.058268052019513794,0.02171516283103858,128.53177785873413
deepseek_llama,0,25,328,0.6707317073170732,200,109,190,37613,0.64,0.6130050505050505,0.6677188552188552,0.5846801346801347,0.2367169545923301,0.760234264919865,-0.0895025576027918,0.18496271734789793,0.8119885021642972,-0.14125679484722398,0.2336562631048329,0.7632949564073622,-0.09256324909028901,0.22553049531973757,0.7714207241924576,-0.10068901687538434,0.1921902012014871,0.804761018310708,-0.1340293109936348,-0.05175423724443218,-0.0030606914874972135,-0.048693545756934964,0.007227483853589178,-0.011186459272592542,-0.040567777971839636,55.946805000305176
deepseek_llama,0,50,328,0.6707317073170732,400,224,376,75950,0.64,0.6819865319865319,0.6954124579124579,0.6088804713804714,0.2431674203045825,0.7537837992076126,-0.08305209189053941,0.18529415282757022,0.8116570666846249,-0.14092535936755168,0.22857381604183857,0.7683774034703565,-0.09764569615328333,0.19961345814592701,0.7973377613662681,-0.1266060540491949,0.18800079402478131,0.8089504254874138,-0.1382187181703406,-0.05787326747701227,-0.01459360426274392,-0.04327966321426835,0.0027066411972110904,-0.04355396215865548,-0.01431930531835679,72.61847424507141
deepseek_llama,0,100,328,0.6707317073170732,800,468,755,153574,0.67,0.6976851851851852,0.7587121212121213,0.6548821548821548,0.23995800362099773,0.7569932158911974,-0.08626150857412418,0.1714046418072772,0.8255465777049179,-0.1548148703878447,0.16640549834940965,0.8305457211627855,-0.15981401384571225,0.21023228559117957,0.7867189339210156,-0.11598722660394234,0.15502957120558047,0.8419216483066146,-0.17118994098954143,-0.06855336181372051,-0.07355250527158808,0.004999143457867561,-0.01637507060169674,-0.02972571802981816,-0.038827643783902355,123.7306740283966
deepseek_llama,1,25,331,0.6706948640483383,200,117,187,39518,0.64,0.7053062236548475,0.6468303165550873,0.6929498305645094,0.2158947925856275,0.7810840593781188,-0.11038919532978042,0.5247232139811034,0.4722556379826428,0.19843922606569553,0.32188086053482845,0.6750979914289178,-0.0044031273805794635,0.4441311585372293,0.552847693426517,0.11784717062182137,0.516583548693718,0.4803953032700282,0.19029956077831012,0.30882842139547595,0.10598606794920096,0.202842353446275,-0.008139665287385411,0.2282363659516018,0.08059205544387416,67.8086187839508
deepseek_llama,1,50,331,0.6706948640483383,400,223,377,77116,0.64,0.7530374411108356,0.7155550045458301,0.7539052814282172,0.2424238227720913,0.754555029191655,-0.08386016514331662,0.14005179173640903,0.8569270602273372,-0.1862321961789989,0.1763982306401668,0.8205806213235795,-0.14988575727524112,0.3702529743416252,0.6267258776221211,0.04396898642621727,0.15388459242834573,0.8430942595354005,-0.17239939548706218,-0.10237203103568226,-0.0660255921319245,-0.03634643890375777,0.013832800691936709,0.1278291515695339,-0.23020118260521616,80.01196479797363
deepseek_llama,1,100,331,0.6706948640483383,800,484,753,154397,0.7,0.7332424167286553,0.7494007769237128,0.7868418877593191,0.23447015862860943,0.7625086933351368,-0.09181382928679849,0.17050341608855413,0.8264754358751921,-0.1557805718268538,0.1571577627150097,0.8398210892487366,-0.16912622520039822,0.13935146567162915,0.8576273862921171,-0.18693252224377876,0.15948579155953335,0.8374930604042129,-0.16679819635587456,-0.0639667425400553,-0.07731239591359973,0.01334565337354443,-0.011017624529020775,-0.09511869295698028,0.03115195041692498,123.52167105674744
deepseek_llama,2,25,324,0.6882716049382716,200,94,191,37666,0.48,0.6338853616303335,0.6098654708520179,0.5663987923456022,0.22193390182762474,0.7749796784192888,-0.08670807348101728,0.1934958267859177,0.8034177534609959,-0.11514614852272431,0.21282972649473164,0.7840838537521819,-0.09581224881391037,0.23068128676561217,0.7662322934813014,-0.07796068854302984,0.19313572527853795,0.8037778549683756,-0.11550625003010406,-0.028438075041707034,-0.009104175332893094,-0.01933389970881394,-0.0003601015073797509,0.008747384937987435,-0.03718545997969447,63.11789155006409
deepseek_llama,2,50,324,0.6882716049382716,400,240,387,73767,0.66,0.659725613816987,0.6952448608089509,0.6360609155085912,0.23050243884653243,0.7664111414003811,-0.07813953646210958,0.18240745033800332,0.8145061299089102,-0.1262345249706387,0.1867150026277956,0.810198577619118,-0.1219269726808464,0.18618939802730583,0.8107241822196077,-0.12245257728133618,0.18120291455390758,0.815710665693006,-0.12743906075473443,-0.04809498850852911,-0.04378743621873682,-0.0043075522897922935,-0.0012045357840957394,-0.0443130408192266,-0.0037819476893025117,70.69519305229187
deepseek_llama,2,100,324,0.6882716049382716,800,444,759,144696,0.62,0.7281445633352573,0.7311636993295743,0.7036362829108023,0.21599768707417244,0.7809158931727411,-0.09264428823446957,0.1608739332254554,0.8360396470214582,-0.1477680420831866,0.14525512620341785,0.8516584540434957,-0.16338684910522416,0.15812570969276696,0.8387878705541466,-0.15051626561587506,0.1447394809195044,0.8521740993274092,-0.16390249438913762,-0.05512375384871704,-0.07074256087075459,0.01561880702203755,-0.016134452305951008,-0.05787197738140548,0.002748223532688443,99.67876815795898
deepseek_llama,3,25,326,0.6871165644171779,200,94,193,36806,0.56,0.7008053221288515,0.6603203781512605,0.745141806722689,0.21450155560405082,0.7824309597333725,-0.09531439531619457,0.19109952079418724,0.8058329945432361,-0.11871643012605815,0.20026372397562997,0.7966687913617934,-0.10955222694461542,0.1913885093705633,0.80554400596686,-0.1184274415496821,0.18828772774376423,0.8086447875936591,-0.12152822317648115,-0.02340203480986358,-0.01423783162842085,-0.009164203181442732,-0.002811793050423006,-0.023113046233487533,-0.000288988576376048,51.81400179862976
deepseek_llama,3,50,326,0.6871165644171779,400,208,387,77054,0.6,0.660014005602241,0.6677170868347337,0.6769957983193278,0.21069508546522808,0.7862374298721952,-0.0991208654550173,0.15998382636549935,0.836948688971924,-0.14983212455474604,0.22612678409600884,0.7708057312414145,-0.08368916682423655,0.19601004654172538,0.800922468795698,-0.11380590437852,0.16829022045000586,0.8286422948874175,-0.14152573047023953,-0.050711259099728734,0.015431698630780755,-0.06614295773050949,0.008306394084506508,-0.014685038923502702,-0.03602622017622603,74.81411027908325
deepseek_llama,3,100,326,0.6871165644171779,800,423,764,147931,0.61,0.7127538515406162,0.7529324229691877,0.7162990196078431,0.21636569645676795,0.7805668188806554,-0.09345025446347743,0.14693359756106217,0.8499989177763612,-0.16288235335918322,0.14406940393183587,0.8528631114055875,-0.16574654698840952,0.1534501270358346,0.8434823883015887,-0.15636582388441078,0.1404363489301621,0.8564961664072612,-0.16937960199008328,-0.06943209889570578,-0.07229629252493208,0.002864193629226297,-0.0064972486309000654,-0.06291556942093335,-0.006516529474772437,106.65396451950073
deepseek_llama,4,25,330,0.6666666666666666,200,105,190,34800,0.64,0.655,0.7422314049586778,0.6058264462809917,0.3247486640930528,0.6722210328766441,-0.005554366209977513,0.2930474157314614,0.7039222812382355,-0.037255614571568896,0.31476363702167853,0.6822060599480184,-0.015539393281351788,0.3330901131206666,0.6638795838490303,0.0027870828176362883,0.29606082398898514,0.7009088729807118,-0.034242206314045176,-0.03170124836159138,-0.009985027071374275,-0.021716221290217108,0.0030134082575237198,0.008341449027613801,-0.040042697389205184,60.37982773780823
deepseek_llama,4,50,330,0.6666666666666666,400,221,375,66662,0.66,0.7005785123966941,0.7702479338842975,0.7102479338842975,0.2804023663183969,0.7165673306513001,-0.04990066398463344,0.2205646395562867,0.7764050574134103,-0.10973839074674363,0.21260448555018552,0.7843652114195114,-0.1176985447528448,0.2995866817606817,0.6973830152090152,-0.030716348542348615,0.20321545275080866,0.7937542442188883,-0.12708757755222166,-0.05983772676211019,-0.06779788076821136,0.007960154006101172,-0.017349186805478034,0.019184315442284827,-0.07902204220439502,79.88515591621399
deepseek_llama,4,100,330,0.6666666666666666,800,433,747,141055,0.64,0.748305785123967,0.7555371900826446,0.7126446280991734,0.2551661349596548,0.7418035620100422,-0.07513689534337553,0.16561382303045968,0.8313558739392373,-0.16468920727257064,0.16491316009481316,0.8320565368748838,-0.16538987020821716,0.18954958504698527,0.8074201119227117,-0.14075344525604505,0.15554914183104607,0.8414205551386509,-0.17475388847198425,-0.0895523119291951,-0.09025297486484163,0.0007006629356465233,-0.010064681199413616,-0.06561654991266952,-0.023935762016525586,111.09614157676697
deepseek_llama,5,25,324,0.7160493827160493,200,83,190,38964,0.48,0.5392147676161919,0.6713362068965516,0.6057908545727138,0.26065964529880126,0.7362539349481123,-0.020204552232062967,0.2576178638158907,0.7392957164310229,-0.023246333714973533,0.24247579767616512,0.7544377825707484,-0.03838839985469911,0.24144277372601342,0.7554708065209002,-0.03942142380485081,0.24268019900771676,0.7542333812391968,-0.03818399852314747,-0.003041781482910566,-0.01818384762263614,0.015142066139725574,-0.014937664808173934,-0.01921687157278784,0.016175090089877275,55.20860004425049
deepseek_llama,5,50,324,0.7160493827160493,400,178,383,78459,0.5,0.6126311844077961,0.6316997751124438,0.7314467766116942,0.2335269298469289,0.7633866503999847,-0.047337267683935313,0.17794302940749795,0.8189705508394156,-0.10292116812336627,0.20724300007238605,0.7896705801745275,-0.07362119745847817,0.19616774823097383,0.8007458320159397,-0.0846964492998904,0.17454082966307305,0.8223727505838405,-0.10632336786779117,-0.055583900439430955,-0.026283929774542858,-0.029299970664888098,-0.0034021997444249052,-0.037359181615955084,-0.01822471882347587,79.79004716873169
deepseek_llama,5,100,324,0.7160493827160493,800,353,764,150288,0.49,0.7030078710644677,0.6958395802098951,0.7845764617691153,0.21132083990902584,0.7855927403378877,-0.06954335762183839,0.1513067284571028,0.8456068517898108,-0.12955746907376142,0.15900663337610954,0.837906946870804,-0.12185756415475468,0.1527351840771487,0.8441783961697649,-0.12812901345371552,0.15152321953739079,0.8453903607095228,-0.12934097799347344,-0.060014111451923036,-0.052314206532916296,-0.007699904919006739,0.0002164910802879838,-0.05858565583187714,-0.0014284556200458987,109.51902413368225
deepseek_llama,6,25,327,0.6574923547400612,200,105,183,32388,0.64,0.6696013289036545,0.6725498338870431,0.7260797342192691,0.2591387992623908,0.737803096762074,-0.08031074202201283,0.25184649996118447,0.7450953960632803,-0.08760304132321917,0.2046689927622506,0.7922729032622142,-0.13478054852215304,0.23091057525829173,0.7660313207661731,-0.1085389660261119,0.21148941966849188,0.7854524763559729,-0.12796012161591175,-0.00729229930120634,-0.054469806500140217,0.04717750719893388,-0.04035708029269258,-0.02822822400409908,0.02093592470289274,57.89609408378601
deepseek_llama,6,50,327,0.6574923547400612,400,199,379,72380,0.6,0.729734219269103,0.7442275747508307,0.7619601328903655,0.2807211898244867,0.7162207061999781,-0.05872835145991695,0.21260758665945645,0.7843343093650084,-0.12684195462494718,0.23250017796204325,0.7644417180624216,-0.10694936332236038,0.33853481351037684,0.658407082514088,-0.0009147277740267912,0.20357260831568613,0.7933692877087787,-0.1358769329687175,-0.06811360316503023,-0.04822101186244343,-0.019892591302586804,-0.009034978343770317,0.05781362368589016,-0.1259272268509204,71.38900351524353
deepseek_llama,6,100,327,0.6574923547400612,800,442,758,148007,0.64,0.6503322259136213,0.7666943521594684,0.762624584717608,0.2685382692419792,0.7284036267824856,-0.07091127204242442,0.23385081877149494,0.7630910772529699,-0.1055987225129087,0.24189212299694984,0.755049773027515,-0.09755741828745379,0.23573583858658698,0.7612060574378778,-0.10371370269781666,0.2349828166823008,0.761959079342164,-0.10446672460210282,-0.03468745047048427,-0.026646146245029367,-0.008041304225454904,0.0011319979108058709,-0.032802430655392234,-0.0018850198150920372,118.53352189064026
deepseek_llama,7,25,328,0.6615853658536586,200,100,193,39517,0.68,0.5286253995931416,0.5645368871175322,0.5255532029725578,0.24617933239040402,0.7507718871217911,-0.08918652126813253,0.2611698816990998,0.7357813378130953,-0.07419597195943672,0.23439373981405476,0.7625574796981404,-0.10097211384448179,0.24607155038202533,0.7508796691301698,-0.08929430327651122,0.2528566249455324,0.7440945945666627,-0.08250922871300415,0.01499054930869581,-0.011785592576349257,0.02677614188504507,-0.008313256753567422,-0.00010778200837868734,0.015098331317074498,57.97172427177429
deepseek_llama,7,50,328,0.6615853658536586,400,207,368,72527,0.66,0.5939303358658197,0.7052767052767053,0.5874953294308134,0.22623490919269795,0.7707163103194972,-0.1091309444658386,0.2154266351370775,0.7815245843751176,-0.11993921852145906,0.18385386088804967,0.8130973586241454,-0.15151199277048688,0.22477697058194723,0.7721742489302479,-0.11058888307658932,0.18389310314265117,0.813058116369544,-0.15147275051588538,-0.01080827405562046,-0.04238104830464828,0.031572774249027824,-0.03153353199442632,-0.0014579386107507197,-0.00935033544486974,82.1890001296997
deepseek_llama,7,100,328,0.6615853658536586,800,432,746,149403,0.66,0.5964628222692738,0.7362892846763814,0.625731722505916,0.22275895688809844,0.7741922626240967,-0.11260689677043811,0.1982472768891277,0.7987039426230674,-0.13711857676940886,0.17056162806422825,0.8263895914479669,-0.1648042255943083,0.1980406131375244,0.7989106063746707,-0.13732524052101214,0.17168944655080842,0.8252617729613867,-0.16367640710772813,-0.024511679998970748,-0.05219732882387018,0.027685648824899434,-0.026557830338319266,-0.024718343750574023,0.00020666375160327544,128.85877537727356
deepseek_llama,8,25,328,0.6646341463414634,200,100,192,38092,0.56,0.634862385321101,0.5851125938281903,0.6300667222685572,0.34812730274837833,0.6488239167638168,0.01581022957764666,0.2973018467265406,0.6996493727856545,-0.03501522644419108,0.339984351107807,0.6569668684043881,0.007667277937075334,0.3083955851787211,0.688555634333474,-0.02392148799201055,0.29953861077584154,0.6974126087363536,-0.03277846239489013,-0.050825456021837745,-0.008142951640571328,-0.04268250438126642,0.0022367640493009544,-0.03973171756965721,-0.011093738452180535,65.11896514892578
deepseek_llama,8,50,328,0.6646341463414634,400,220,382,71484,0.62,0.6696413678065054,0.670975813177648,0.6800667222685572,0.3014472785184671,0.695503940993728,-0.03086979465226458,0.22084613515123164,0.7761050843609635,-0.11147093801950003,0.2502916757603745,0.7466595437518206,-0.08202539741035719,0.244316644145802,0.7526345753663931,-0.08800042902492966,0.22040181370203016,0.776549405810165,-0.11191525946870151,-0.08060114336723545,-0.05115560275809261,-0.02944554060914284,-0.0004443214492014791,-0.05713063437266508,-0.02347050899457037,71.34907460212708
deepseek_llama,8,100,328,0.6646341463414634,800,450,747,142442,0.66,0.7248540450375313,0.7088824020016681,0.7382819015846539,0.26451489418165364,0.7324363253305415,-0.06780217898907803,0.1795711324418694,0.8173800870703257,-0.15274594072886227,0.19665363351531184,0.8002975859968833,-0.13566343965541983,0.181931659873537,0.8150195596386581,-0.15038541329719468,0.17459620414799615,0.822355015364199,-0.15772086902273552,-0.08494376173978424,-0.0678612606663418,-0.017082501073442447,-0.004974928293873249,-0.08258323430811665,-0.0023605274316675917,118.64338660240173
deepseek_llama,9,25,325,0.6738461538461539,200,108,192,36950,0.6,0.7351598173515982,0.6481433617644524,0.6928146807960713,0.2376914073276989,0.759231669595378,-0.08538551574922415,0.23933315241897468,0.7575899245041022,-0.08374377065794836,0.26641672106520653,0.7305063558578704,-0.05666020201171651,0.2231513761360432,0.7737717007870337,-0.09992554694087985,0.24879018517602713,0.7481328917470498,-0.0742867379008959,0.0016417450912757925,0.02872531373750764,-0.027083568646231848,0.009457032757052453,-0.0145400311916557,0.016181776282931493,60.04750728607178
deepseek_llama,9,50,325,0.6738461538461539,400,214,376,77284,0.6,0.7336951839407254,0.6953562505384683,0.7226673559059189,0.2247315811793421,0.7721914957437348,-0.09834534189758093,0.16647459858233538,0.8304484783407415,-0.15660232449458766,0.17079464288604207,0.8261284340370348,-0.15228228019088097,0.1629812072358895,0.8339418696871874,-0.16009571584103355,0.1660812982615133,0.8308417786615636,-0.15699562481540974,-0.058256982597006735,-0.05393693829330004,-0.004320044303706694,-0.00039330032082207644,-0.06175037394345262,0.0034933913464458843,82.46982932090759
