label,replicate,budget,n_eval,eval_base_accuracy,n_train_traces,n_correct_traces,n_probe_traces,train_base_accuracy,auroc_rmd_tail_q20,auroc_probe_hidden_tail_q20,aurc_B0,auacc_B0,excess_aurc_B0,aurc_B0_rmd,auacc_B0_rmd,excess_aurc_B0_rmd,aurc_B0_probe,auacc_B0_probe,excess_aurc_B0_probe,aurc_B0_both,auacc_B0_both,excess_aurc_B0_both,delta_aurc_B0_rmd_minus_B0,delta_aurc_B0_probe_minus_B0,delta_aurc_B0_rmd_minus_B0_probe,delta_aurc_B0_both_minus_B0_rmd,seconds
deepseek_qwen,2,50,78,0.8589743589743589,400,286,367,0.74,0.5535956580732699,0.7096336499321575,0.12488600374239722,0.86229348343709,-0.0033191244627310823,0.08365542233620638,0.9035240648432808,-0.04454970586892193,0.14958701820919207,0.8375924689702952,0.021381890004063764,0.09564792777036224,0.891531559409125,-0.032557200434766065,-0.04123058140619085,0.024701014466794846,-0.0659315958729857,0.011992505434155865,50.65312957763672
deepseek_qwen,2,100,78,0.8589743589743589,800,545,718,0.72,0.6594301221166893,0.8616010854816825,0.11363390274654428,0.873545584432943,-0.014571225458584025,0.12609252308927155,0.8610869640902157,-0.0021126051158567583,0.04813512644517093,0.9390443607343163,-0.08007000175995738,0.05579530071725258,0.9313841864622346,-0.07240982748787572,0.012458620342727267,-0.06549877630137335,0.07795739664410062,-0.07029722237201896,87.28822302818298
deepseek_qwen,2,200,78,0.8589743589743589,1600,1060,1455,0.695,0.6824966078697422,0.9145183175033922,0.1165828132218879,0.8705966739575993,-0.0116223149832404,0.02766170160362269,0.9595177855758645,-0.10054342660150561,0.025167222460840133,0.9620122647186471,-0.10303790574428817,0.01940091228772367,0.9677785748917636,-0.10880421591740463,-0.08892111161826521,-0.09141559076104777,0.0024944791427825574,-0.00826078931589902,155.75466513633728
deepseek_qwen,2,400,78,0.8589743589743589,3200,2195,2917,0.735,0.723202170963365,0.8860244233378561,0.12487104318175202,0.8623084439977352,-0.0033340850233762875,0.02341532839178906,0.9637641587876982,-0.10478979981333925,0.022356802790558072,0.9648226843889292,-0.10584832541457023,0.01948576806447433,0.9676937191150129,-0.10871936014065398,-0.10145571478996296,-0.10251424039119394,0.0010585256012309863,-0.0039295603273147295,301.52924060821533
deepseek_qwen,3,25,76,0.8157894736842105,200,137,191,0.72,0.49423963133640547,0.5841013824884792,0.19076990673661764,0.7960721985265402,0.0197172751576703,0.19071626428909172,0.7961258409740661,0.019663632710144374,0.196266408362464,0.7905756969006938,0.02521377678351666,0.19938427307252427,0.7874578321906336,0.02833164149357692,-5.364244752592562e-05,0.005496501625846362,-0.005550144073372287,0.008668008783432546,31.942503452301025
deepseek_qwen,3,50,76,0.8157894736842105,400,277,379,0.74,0.6820276497695853,0.7523041474654378,0.09789934427122793,0.8889427609919299,-0.07315328730771942,0.10288818613300421,0.8839539191301536,-0.06816444544594313,0.09030174027848281,0.896540364984675,-0.08075089130046453,0.1014687452074573,0.8853733600557006,-0.06958388637149004,0.004988841861776283,-0.007597603992745117,0.0125864458545214,-0.001419440925546911,49.09925127029419
deepseek_qwen,3,100,76,0.8157894736842105,800,549,748,0.73,0.75,0.6589861751152073,0.12265058850771571,0.8641915167554421,-0.04840204307123164,0.10173409442994708,0.8851080108332108,-0.06931853714900027,0.08394399532716124,0.9028981099359966,-0.08710863625178611,0.08895177623222561,0.8978903290309322,-0.08210085534672174,-0.020916494077768633,-0.03870659318055447,0.01779009910278584,-0.012782318197721465,75.38474559783936
deepseek_qwen,3,200,76,0.8157894736842105,1600,1091,1458,0.735,0.7119815668202766,0.7661290322580644,0.11601479383078728,0.8708273114323706,-0.05503783774816007,0.0700996088174125,0.9167424964457453,-0.10095302276153484,0.06418588379272938,0.9226562214704285,-0.10686674778621796,0.06449909733519577,0.9223430079279621,-0.10655353424375158,-0.04591518501337477,-0.051828910038057896,0.005913725024683125,-0.005600511482216741,129.83661246299744
deepseek_qwen,3,400,76,0.8157894736842105,3200,2255,2932,0.75,0.6877880184331798,0.7811059907834101,0.11382638571756287,0.873015719545595,-0.05722624586138447,0.07897270238530407,0.9078694028778538,-0.09207992919364327,0.06233021437349828,0.9245118908896596,-0.10872241720544906,0.06288668003961095,0.9239554252235469,-0.10816595153933639,-0.0348536833322588,-0.05149617134406459,0.01664248801180579,-0.01608602234569312,286.1796917915344
deepseek_qwen,4,25,78,0.7307692307692307,200,144,192,0.76,0.6649958228905598,0.70843776106934,0.2714879388872078,0.7156915482922794,0.015077682476951293,0.24423728286929214,0.7429422043101951,-0.01217297354096436,0.2657211871257231,0.7214583000537641,0.009310930715466625,0.24423728286929214,0.7429422043101951,-0.01217297354096436,-0.027250656017915653,-0.0057667517614846675,-0.021483904256430986,0.0,32.49191212654114
deepseek_qwen,4,50,78,0.7307692307692307,400,301,368,0.82,0.6499582289055973,0.7535505430242273,0.23978778611032714,0.7473917010691601,-0.01662247029992936,0.2180750556113925,0.7691044315680947,-0.03833520079886399,0.22953757187191348,0.7576419153075737,-0.026872684538343017,0.21070199212426322,0.776477495055224,-0.04570826428599328,-0.02171273049893463,-0.010250214238413657,-0.011462516260520972,-0.007373063487129294,50.386648178100586
deepseek_qwen,4,100,78,0.7307692307692307,800,573,710,0.77,0.6984126984126984,0.7811194653299917,0.18833066570960377,0.7988488214698835,-0.06807959070065273,0.16372054741744524,0.823458939762042,-0.09268970899281126,0.12474422873796276,0.8624352584415245,-0.13166602767229374,0.1350945022593738,0.8520849849201134,-0.1213157541508827,-0.024610118292158534,-0.06358643697164101,0.03897631867948248,-0.028626045158071434,83.33467745780945
deepseek_qwen,4,200,78,0.7307692307692307,1600,1142,1440,0.765,0.7418546365914787,0.8095238095238095,0.1762072725463496,0.8109722146331376,-0.0802029838639069,0.14126667889941702,0.8459128082800702,-0.11514357751083948,0.09493714818735621,0.892242338992131,-0.16147310822290029,0.1145158669303612,0.872663620249126,-0.1418943894798953,-0.03494059364693258,-0.08127012435899339,0.04632953071206081,-0.02675081196905582,141.90758323669434
deepseek_qwen,4,400,78,0.7307692307692307,3200,2283,2917,0.7625,0.7702589807852965,0.8638262322472848,0.15875286278881784,0.8284266243906694,-0.09765739362143866,0.11026523528740095,0.8769142518920863,-0.14614502112285555,0.07750199729705987,0.9096774898824274,-0.17890825911319663,0.08040441061458081,0.9067750765649064,-0.17600584579567569,-0.048487627501416886,-0.08125086549175797,0.03276323799034109,-0.02986082467282014,288.29346799850464
deepseek_qwen,5,25,78,0.782051282051282,200,132,185,0.68,0.7367405978784957,0.5120540019286403,0.12948233209245386,0.8576971550870334,-0.07564587303575132,0.08161440518080532,0.9055650819986819,-0.12351379994739986,0.16887537019936938,0.8183041169801178,-0.0362528349288358,0.12118470936749037,0.8659947778119969,-0.0839434957607148,-0.04786792691164854,0.03939303810691552,-0.08726096501856406,0.03957030418668506,32.376073360443115
deepseek_qwen,5,50,78,0.782051282051282,400,278,377,0.7,0.7531340405014465,0.411764705882353,0.13341626557820174,0.8537632216012855,-0.07171193955000343,0.08758112670199303,0.8995983604774942,-0.11754707842621215,0.18810874190230298,0.7990707452771842,-0.0170194632259022,0.1090576900834398,0.8781217970960474,-0.09607051504476538,-0.045835138876208714,0.054692476324101236,-0.10052761520030995,0.021476563381446767,48.78834652900696
deepseek_qwen,5,100,78,0.782051282051282,800,532,748,0.68,0.7290260366441659,0.7116682738669238,0.12810089806866154,0.8590785891108257,-0.07702730705954364,0.08157801833817147,0.9056014688413158,-0.12355018679003371,0.09175135206410279,0.8954281351153844,-0.11337685306410239,0.07001660435307855,0.9171628828264087,-0.13511160077512663,-0.046522879730490074,-0.03634954600455875,-0.010173333725931322,-0.011561413985092917,77.7428240776062
deepseek_qwen,5,200,78,0.782051282051282,1600,1071,1452,0.705,0.7627772420443588,0.7550626808100289,0.11707954532030074,0.8700999418591865,-0.08804865980790444,0.06266467684217347,0.9245148103373138,-0.1424635282860317,0.06790105700868232,0.9192784301708049,-0.13722714811952286,0.057891425212277636,0.9292880619672096,-0.14723677991592754,-0.054414868478127265,-0.04917848831161842,-0.005236380166508847,-0.004773251629895836,134.45309710502625
deepseek_qwen,5,400,78,0.782051282051282,3200,2266,2910,0.755,0.7396335583413693,0.7666345226615237,0.11759477885628056,0.8695847083232067,-0.08753342627192462,0.06981767464807087,0.9173618125314164,-0.1353105304801343,0.07333887911929493,0.9138406080601923,-0.13178932600891025,0.06935327734171115,0.9178262098377761,-0.13577492778649403,-0.047777104208209686,-0.04425589973698563,-0.0035212044712240598,-0.00046439730635972065,267.847687959671
deepseek_qwen,6,25,74,0.8108108108108109,200,151,179,0.76,0.6321428571428571,0.5452380952380953,0.11981511259224853,0.866671373894238,-0.05586056308342713,0.10990803507662505,0.8765784514098615,-0.0657676405990506,0.13229105111753514,0.8541954353689514,-0.04338462455814052,0.12207059003932186,0.8644158964471647,-0.0536050856363538,-0.009907077515623475,0.012475938525286612,-0.022383016040910086,0.012162554962696803,33.316874265670776
deepseek_qwen,6,50,74,0.8108108108108109,400,271,362,0.7,0.6166666666666667,0.7023809523809524,0.1592081285971556,0.8272783578893309,-0.01646754707852005,0.1473963173784697,0.8390901691080168,-0.02827935829720596,0.15124360050596042,0.8352428859805261,-0.02443207516971524,0.14777169275384505,0.8387147937326415,-0.027903982921830606,-0.011811811218685908,-0.007964528091195189,-0.0038472831274907193,0.00037537537537535304,46.1112117767334
deepseek_qwen,6,100,74,0.8108108108108109,800,544,726,0.72,0.6047619047619048,0.7250000000000001,0.14007170107302813,0.8464147854134584,-0.035603974602647526,0.12810347895152818,0.8583830075349583,-0.047572196724147475,0.11101761833778301,0.8754688681487035,-0.06465805733789265,0.11530508762525227,0.8711813988612342,-0.06037058805042339,-0.01196822212149995,-0.029054082735245124,0.017085860613745174,-0.012798391326275915,73.18894028663635
deepseek_qwen,6,200,74,0.8108108108108109,1600,1119,1433,0.745,0.6571428571428571,0.7619047619047619,0.10765985974828818,0.8788266267381983,-0.06801581592738748,0.0775701207959879,0.9089163656904986,-0.09810555487968775,0.10576685975304445,0.8807196267334421,-0.0699088159226312,0.0790861602206906,0.9074003262657959,-0.09658951545498506,-0.03008973895230027,-0.001892999995243727,-0.028196738957056544,0.0015160394247026865,149.60174012184143
deepseek_qwen,6,400,74,0.8108108108108109,3200,2238,2920,0.75,0.705952380952381,0.7345238095238095,0.12406506660824412,0.8624214198782424,-0.051610609067431534,0.080481381357291,0.9060051051291955,-0.09519429431838466,0.09717925979612929,0.8893072266903572,-0.07849641587954637,0.09517122940793754,0.891315257078549,-0.08050444626773812,-0.04358368525095313,-0.026885806812114832,-0.0166978784388383,0.014689848050646548,272.07796144485474
deepseek_qwen,7,25,79,0.7721518987341772,200,162,186,0.88,0.6293260473588344,0.6466302367941712,0.1963684725404491,0.7909732996114497,-0.018821400877272465,0.19266432931165545,0.7946774428402433,-0.02252554410606611,0.21232610564445464,0.7750156665074441,-0.002863767773266912,0.20178756236871853,0.7855542097831802,-0.013402311049003024,-0.0037041432287936438,0.015957633104005553,-0.019661776332799197,0.009123233057063085,36.660743951797485
deepseek_qwen,7,50,79,0.7721518987341772,400,293,355,0.8,0.6256830601092896,0.6457194899817851,0.13977440234246563,0.8475673698094331,-0.07541547107525592,0.13405482495365673,0.853286947198242,-0.08113504846406483,0.14149063500410974,0.845851137147789,-0.07369923841361181,0.13831412159164846,0.8490276505602503,-0.07687575182607309,-0.005719577388808905,0.0017162326616441126,-0.007435810050453018,0.0042592966379917385,46.41727685928345
deepseek_qwen,7,100,79,0.7721518987341772,800,590,711,0.8,0.6657559198542805,0.6502732240437159,0.15032325546910352,0.8370185166827953,-0.06486661794861803,0.12754694840654734,0.8597948237453514,-0.08764292501117421,0.1345037170956287,0.8528380550562701,-0.08068615632209286,0.12602155522857617,0.8613202169233226,-0.08916831818914539,-0.022776307062556178,-0.01581953837347483,-0.00695676868908135,-0.0015253931779711793,85.55432295799255
deepseek_qwen,7,200,79,0.7721518987341772,1600,1160,1439,0.79,0.6867030965391621,0.6584699453551912,0.15825766939496666,0.8290841027569321,-0.056932204022754895,0.16314538183676985,0.8241963903151289,-0.0520444915809517,0.16041220384372012,0.8269295683081787,-0.05477766957400143,0.15974766945939523,0.8275941026925036,-0.05544220395832633,0.004887712441803194,0.0021545344487534646,0.002733177993049729,-0.0033977123773746287,139.22723197937012
deepseek_qwen,7,400,79,0.7721518987341772,3200,2265,2923,0.76,0.6812386156648451,0.703096539162113,0.17116379977929919,0.8161779723725996,-0.04402607363842237,0.13596607888376178,0.851375693268137,-0.07922379453395978,0.13115334364821563,0.8561884285036832,-0.08403652976950593,0.12247013964132059,0.8648716325105782,-0.09271973377640097,-0.03519772089553741,-0.04001045613108356,0.004812735235546151,-0.01349593924244119,266.6742174625397
deepseek_qwen,8,25,82,0.8414634146341463,200,126,188,0.64,0.8283166109253066,0.745819397993311,0.10437830947133786,0.8834265685774426,-0.041963153943296305,0.048486484127634566,0.9393183939211459,-0.0978549792869996,0.08721518135954331,0.9005896966892372,-0.05912628205509085,0.04871463721390368,0.9390902408348768,-0.09762682620073049,-0.055891825343703294,-0.017163128111794546,-0.03872869723190875,0.00022815308626911168,35.31775999069214
deepseek_qwen,8,50,82,0.8414634146341463,400,288,374,0.74,0.6989966555183946,0.7447045707915273,0.11838009892286916,0.8694247791259113,-0.027961364491765006,0.07463683451548742,0.9131680435332931,-0.07170462889914675,0.06628367087470155,0.9215212071740789,-0.08005779253993262,0.06029804533808247,0.927506832710698,-0.08604341807655169,-0.04374326440738174,-0.05209642804816761,0.008353163640785866,-0.014338789177404943,49.817474365234375
deepseek_qwen,8,100,82,0.8414634146341463,800,574,726,0.77,0.6321070234113713,0.7748049052396879,0.11111254188438113,0.8766923361643993,-0.03522892153025303,0.08769054924930064,0.9001143287994798,-0.05865091416533352,0.07472175779497447,0.913083120253806,-0.07161970561965969,0.07473488173586984,0.9130699963129106,-0.07160658167876433,-0.02342199263508049,-0.03639078408940666,0.012968791454326167,-0.012955667513430802,73.04585790634155
deepseek_qwen,8,200,82,0.8414634146341463,1600,1102,1440,0.74,0.6711259754738015,0.7881828316610926,0.10282089059966815,0.8849839874491123,-0.04352057281496602,0.05123030854250499,0.9365745695062755,-0.09511115487212918,0.04956494995665428,0.9382399280921262,-0.09677651345797988,0.05103209424484312,0.9367727838039374,-0.09530936916979105,-0.05159058205716316,-0.053255940643013866,0.001665358585850707,-0.0001982142976618695,138.1538691520691
deepseek_qwen,8,400,82,0.8414634146341463,3200,2190,2891,0.7375,0.6711259754738016,0.8082497212931995,0.10940099821543348,0.878403879833347,-0.03694046519920069,0.07583285566302911,0.9119720223857514,-0.07050860775160506,0.04243446341456025,0.9453704146342202,-0.10390700000007391,0.048599667572128746,0.9392052104766517,-0.09774179584250542,-0.03356814255240437,-0.06696653480087322,0.033398392248468856,-0.027233188090900362,282.21890807151794
deepseek_qwen,9,25,85,0.8,200,140,193,0.72,0.8019031141868511,0.7162629757785468,0.12889517744887413,0.859340116668773,-0.059340116668772924,0.0607613275629888,0.9274739665546583,-0.12747396655465826,0.15473045126906926,0.8335048428485778,-0.0335048428485778,0.07317555461668623,0.9150597395009609,-0.11505973950096082,-0.06813384988588533,0.025835273820195126,-0.09396912370608046,0.012414227053697435,32.022361040115356
deepseek_qwen,9,50,85,0.8,400,283,364,0.76,0.7335640138408305,0.7923875432525952,0.10171547902564904,0.8865198150919981,-0.08651981509199802,0.0709621403449725,0.9172731537726746,-0.11727315377267455,0.05623284279058105,0.932002451327066,-0.132002451327066,0.06138088843739031,0.9268544056802568,-0.12685440568025674,-0.030753338680676534,-0.045482636235067986,0.014729297554391452,-0.009581251907582189,47.85077214241028
deepseek_qwen,9,100,85,0.8,800,562,740,0.75,0.7707612456747405,0.7344290657439446,0.09713977409200536,0.8910955200256417,-0.0910955200256417,0.07562651493330452,0.9126087791843426,-0.11260877918434253,0.07242692790246341,0.9158083662151837,-0.11580836621518364,0.06993763870161918,0.9182976554160279,-0.11829765541602788,-0.021513259158700837,-0.024712846189541948,0.003199587030841111,-0.005688876231685347,83.1004045009613
deepseek_qwen,9,200,85,0.8,1600,1119,1486,0.74,0.7474048442906576,0.809688581314879,0.1100748929991312,0.8781604011185159,-0.07816040111851585,0.05262430054286227,0.9356109935747848,-0.1356109935747848,0.05823268450141228,0.9300026096162348,-0.13000260961623478,0.05403331566195857,0.9342019784556885,-0.1342019784556885,-0.057450592456268934,-0.05184220849771892,-0.005608383958550012,0.0014090151190963018,138.59234809875488
deepseek_qwen,9,400,85,0.8,3200,2225,2910,0.75,0.7430795847750865,0.8304498269896194,0.11414792281181951,0.8740873713058276,-0.07408737130582754,0.06124844795018736,0.9269868461674597,-0.1269868461674597,0.06072626864830799,0.9275090254693391,-0.12750902546933907,0.05737240223934781,0.9308628918782993,-0.13086289187829925,-0.052899474861632156,-0.05342165416351152,0.0005221793018793663,-0.0038760457108395485,276.76919436454773
deepseek_llama,0,25,82,0.6951219512195121,200,109,190,0.64,0.6603508771929825,0.7396491228070174,0.2518882466691432,0.7359166313796373,-0.04079468016012511,0.18745375919040963,0.8003511188583708,-0.1052291676388587,0.24409564215219737,0.7437092358965831,-0.04858728467707096,0.20404823984267917,0.7837566382061013,-0.08863468698658916,-0.06443448747873359,-0.007792604516945856,-0.05664188296178774,0.01659448065226954,36.33985733985901
deepseek_llama,0,50,82,0.6951219512195121,400,224,376,0.64,0.7733333333333332,0.7143859649122807,0.21088740237604686,0.7769174756727336,-0.08179552445322147,0.1716759305084875,0.816128947540293,-0.12100699632078082,0.20619788571462683,0.7816069923341536,-0.0864850411146415,0.16983577064444721,0.8179691074043333,-0.12284715618482112,-0.039211471867559355,-0.0046895166614200345,-0.03452195520613932,-0.0018401598640402916,53.9582359790802
deepseek_llama,0,100,82,0.6951219512195121,800,468,755,0.67,0.7431578947368421,0.7649122807017543,0.2129750878442881,0.7748297902044924,-0.07970783898498024,0.16462711044792344,0.823177767600857,-0.1280558163813449,0.17066845780787154,0.8171364202409089,-0.12201446902139679,0.1606661483593259,0.8271387296894546,-0.13201677846994242,-0.04834797739636465,-0.04230663003641655,-0.006041347359948102,-0.0039609620885975305,98.14478754997253
deepseek_llama,0,200,82,0.6951219512195121,1600,920,1500,0.65,0.7782456140350876,0.7992982456140352,0.22538941222995523,0.7624154658188252,-0.0672935145993131,0.1523347530970055,0.835470124951775,-0.14034817373226283,0.15052914196782174,0.8372757360809587,-0.14215378486144659,0.14525145075799883,0.8425534272907816,-0.1474314760712695,-0.07305465913294973,-0.07486027026213349,0.0018056111291837595,-0.00708330233900667,159.38101410865784
deepseek_llama,0,400,82,0.6951219512195121,3200,1770,3013,0.6275,0.7614035087719297,0.7796491228070176,0.24452158629120124,0.7432832917575792,-0.04816134053806709,0.14598798712394723,0.8418168909248332,-0.1466949397053211,0.1525802485813912,0.8352246294673893,-0.14010267824787714,0.1390074760257055,0.848797402023075,-0.15367545080356282,-0.09853359916725402,-0.09194133770981006,-0.00659226145744396,-0.006980511098241715,294.94651889801025
deepseek_llama,1,25,83,0.7228915662650602,200,117,187,0.64,0.6898550724637681,0.6688405797101449,0.15199224224124286,0.8359595649876728,-0.11306799872261253,0.4511659601911746,0.536785847037741,0.18610571922731922,0.16664782609560747,0.8213039811333082,-0.09841241486824792,0.43704257208911035,0.5509092351398053,0.17198233112525496,0.29917371794993175,0.014655583854364607,0.28451813409556714,-0.01412338810206426,38.6800422668457
deepseek_llama,1,50,83,0.7228915662650602,400,223,377,0.64,0.7253623188405798,0.7,0.1605611855159541,0.8273906217129615,-0.10449905544790128,0.1064360815370633,0.8815157256918523,-0.1586241594267921,0.14580618787524713,0.8421456193536685,-0.11925405308860826,0.13027021390265137,0.8576815933262643,-0.13479002706120402,-0.05412510397889081,-0.01475499764070698,-0.03937010633818383,0.023834132365588068,50.933127641677856
deepseek_llama,1,100,83,0.7228915662650602,800,484,753,0.7,0.7000000000000001,0.7181159420289855,0.16468887401533583,0.8232629332135798,-0.10037136694851956,0.13037161913097228,0.8575801880979433,-0.1346886218328831,0.13479857987939114,0.8531532273495245,-0.13026166108446424,0.13583295706859044,0.8521188501603252,-0.12922728389526494,-0.034317254884363546,-0.029890294135944684,-0.004426960748418862,0.00546133793761816,93.59396982192993
deepseek_llama,1,200,83,0.7228915662650602,1600,875,1509,0.63,0.7420289855072464,0.8014492753623188,0.17025828560418854,0.8176935216247271,-0.09480195535966685,0.1131721712976641,0.8747796359312515,-0.15188806966619128,0.10700592612802917,0.8809458811008865,-0.15805431483582622,0.10053565398361142,0.8874161532453042,-0.16452458698024397,-0.05708611430652444,-0.06325235947615937,0.006166245169634932,-0.012636517314052687,160.2007019519806
deepseek_llama,1,400,83,0.7228915662650602,3200,1755,3025,0.63,0.7318840579710144,0.7978260869565218,0.1719158780051735,0.8160359292237421,-0.09314436295868189,0.1213983440861297,0.8665534631427859,-0.14366189687772568,0.1028206126551896,0.885131194573726,-0.16223962830866578,0.10344598830745855,0.8845058189214571,-0.16161425265639684,-0.05051753391904379,-0.06909526534998389,0.018577731430940103,-0.01795235577867116,306.9641869068146
deepseek_llama,2,25,82,0.7195121951219512,200,94,191,0.48,0.5239498894620487,0.6013264554163595,0.2375216608839541,0.7502832171648264,-0.030771022042875185,0.20987090626964922,0.7779339717791313,-0.05842177665718007,0.2238375985217177,0.7639672795270628,-0.04445508440511159,0.20738063665004713,0.7804242413987333,-0.06091204627678215,-0.027650754614304884,-0.013684062362236404,-0.01396669225206848,-0.0024902696196020813,35.597437381744385
deepseek_llama,2,50,82,0.7195121951219512,400,240,387,0.66,0.5512159174649963,0.6425939572586589,0.25611610270367424,0.7316887753451062,-0.012176580223155042,0.19367227858995673,0.7941325994588238,-0.07462040433687256,0.19065660809423157,0.7971482699545489,-0.07763607483259771,0.19119286676554603,0.7966120112832344,-0.07709981616128325,-0.062443824113717517,-0.06545949460944267,0.0030156704957251534,-0.0024794118244106933,48.34327173233032
deepseek_llama,2,100,82,0.7195121951219512,800,444,759,0.62,0.7243920412675019,0.6853352984524688,0.1968162488557056,0.7909886291930749,-0.0714764340711237,0.1606546294426927,0.8271502486060878,-0.10763805348413658,0.14464407062636198,0.8431608074224185,-0.12364861230046731,0.1435745777885764,0.8442303002602041,-0.12471810513825288,-0.03616161941301288,-0.05217217822934361,0.016010558816330733,-0.0170800516541163,87.26806402206421
deepseek_llama,2,200,82,0.7195121951219512,1600,835,1506,0.595,0.7251289609432572,0.7560795873249816,0.20938570373663024,0.7784191743121502,-0.05890697919019905,0.14680066005445547,0.841004217994325,-0.12149202287237382,0.12762010653849232,0.8601847715102882,-0.14067257638833697,0.12348604957671827,0.8643188284720622,-0.144806633350111,-0.06258504368217477,-0.08176559719813792,0.01918055351596315,-0.023314610477737197,170.3868637084961
deepseek_llama,2,400,82,0.7195121951219512,3200,1719,3014,0.6275,0.7044952100221075,0.819454679439941,0.2529235364785052,0.7348813415702753,-0.0153691464483241,0.1314181289065598,0.8563867491422207,-0.1368745540202695,0.11385741914976988,0.8739474588990106,-0.1544352637770594,0.10799104039967156,0.8798138376491089,-0.16030164252715773,-0.12150540757194539,-0.1390661173287353,0.017560709756789916,-0.02342708850688824,307.5914535522461
deepseek_llama,3,25,81,0.6666666666666666,200,94,193,0.56,0.7277091906721536,0.6721536351165982,0.20106612575295357,0.7865881952347007,-0.11992152856803406,0.19259700127898294,0.7950573197086713,-0.1283906530420047,0.19354665350644906,0.7941076674812052,-0.12744100081453857,0.1886110303674482,0.7990432906202061,-0.13237662395353944,-0.008469124473970635,-0.0075194722465045105,-0.0009496522274661245,-0.003985970911534742,30.083197593688965
deepseek_llama,3,50,81,0.6666666666666666,400,208,387,0.6,0.6502057613168725,0.6851851851851852,0.22806706857538506,0.7595872524122692,-0.09292058574560258,0.17897214424391816,0.8086821767437361,-0.14201551007706947,0.24044374461639428,0.74721057637126,-0.08054390970459335,0.18717848749368948,0.8004758334939648,-0.13380916682729815,-0.049094924331466894,0.012376676041009227,-0.06147160037247612,0.00820634324977132,47.46007037162781
deepseek_llama,3,100,81,0.6666666666666666,800,423,764,0.61,0.6872427983539096,0.7551440329218106,0.17040149016142547,0.8172528308262288,-0.15058616415956216,0.1524093379372069,0.8352449830504474,-0.16857831638378074,0.154499775960679,0.8331545450269753,-0.16648787836030865,0.1415947791550427,0.8460595418326116,-0.17939287516594493,-0.01799215222421857,-0.015901714200746486,-0.0020904380234720854,-0.010814558782164196,81.09224200248718
deepseek_llama,3,200,81,0.6666666666666666,1600,857,1505,0.625,0.7057613168724278,0.7969821673525378,0.19690200764096355,0.7907523133466907,-0.12408564668002409,0.156011806014419,0.8316425149732353,-0.16497584830656864,0.14082189631914166,0.8468324246685126,-0.18016575800184598,0.1442845392991281,0.8433697816885262,-0.17670311502185954,-0.04089020162654455,-0.05608011132182189,0.015189909695277337,-0.011727266715290896,152.04886507987976
deepseek_llama,3,400,81,0.6666666666666666,3200,1790,3025,0.64,0.7722908093278463,0.7825788751714677,0.21437857791030313,0.7732757430773511,-0.10660907641068451,0.14930339135602844,0.8383509296316258,-0.1716842629649592,0.154191991669534,0.8334623293181203,-0.16679566265145362,0.15168879353035158,0.8359655274573027,-0.16929886079063605,-0.06507518655427469,-0.06018658624076911,-0.0048886003135055756,0.002385402174323148,313.56623554229736
deepseek_llama,4,25,83,0.6265060240963856,200,105,190,0.64,0.6389578163771712,0.7332506203473945,0.4090290763809731,0.5789227308479425,0.047583293248443015,0.37139936568901055,0.6165524415399051,0.00995358255648049,0.3987214865875951,0.5892303206413205,0.037275703455065035,0.37268652017053017,0.6152652870583855,0.011240737038000104,-0.037629710691962526,-0.01030758979337798,-0.027322120898584545,0.0012871544815196145,34.41263461112976
deepseek_llama,4,50,83,0.6265060240963856,400,221,375,0.66,0.6501240694789082,0.8070719602977667,0.36910096846523555,0.6188508387636801,0.007655185332705483,0.2857082243299097,0.7022435828990059,-0.07573755880262034,0.28093624893514757,0.707015558293768,-0.08050953419738249,0.2602581434120429,0.7276936638168727,-0.10118763972048717,-0.08339274413532582,-0.08816471953008798,0.004771975394762151,-0.025450080917866824,49.45969557762146
deepseek_llama,4,100,83,0.6265060240963856,800,433,747,0.64,0.6830024813895782,0.8424317617866005,0.3342902797719537,0.6536615274569619,-0.027155503360576372,0.20817698432251563,0.7797748229064,-0.15326879881001443,0.17349224607786262,0.814459561151053,-0.18795353705466744,0.16783813417618554,0.8201136730527301,-0.19360764895634452,-0.12611329544943806,-0.16079803369409107,0.03468473824465301,-0.040338850146330096,70.46696472167969
deepseek_llama,4,200,83,0.6265060240963856,1600,854,1500,0.62,0.7233250620347395,0.8337468982630273,0.3021915413372883,0.6857602658916273,-0.05925424179524175,0.1948355182277164,0.7931162890011992,-0.16661026490481368,0.1495315663706206,0.838420240858295,-0.21191421676190947,0.14961678432618597,0.8383350229027297,-0.2118289988063441,-0.10735602310957193,-0.15265997496666772,0.04530395185709579,-0.04521873390153042,130.62539386749268
deepseek_llama,4,400,83,0.6265060240963856,3200,1805,3011,0.6475,0.7599255583126551,0.8356079404466501,0.30888942041885914,0.6790623868100565,-0.05255636271367092,0.1860942371383395,0.8018575700905761,-0.17535154599419056,0.15495037147417756,0.8330014357547381,-0.2064954116583525,0.15632071584406926,0.8316310913848464,-0.2051250672884608,-0.12279518328051964,-0.15393904894468158,0.03114386566416194,-0.029773521294270244,275.70375394821167
deepseek_llama,5,25,82,0.6585365853658537,200,83,190,0.48,0.4966931216931217,0.5734126984126984,0.3029581686875511,0.6848467093612294,-0.02631012399537569,0.3128039282796802,0.6750009497691003,-0.016464364403246612,0.33121721628867173,0.6565876617601087,0.0019489236057449455,0.3325064520799208,0.6552984259688597,0.0032381593969940115,0.009845759592129077,0.028259047601120635,-0.018413288008991557,0.019702523800240623,32.44508600234985
