label,replicate,budget,n_eval,eval_base_accuracy,n_train_traces,n_correct_traces,n_probe_traces,train_base_accuracy,auroc_rmd_tail_q20,auroc_probe_hidden_tail_q20,aurc_B0,auacc_B0,excess_aurc_B0,aurc_B0_rmd,auacc_B0_rmd,excess_aurc_B0_rmd,aurc_B0_probe,auacc_B0_probe,excess_aurc_B0_probe,aurc_B0_both,auacc_B0_both,excess_aurc_B0_both,delta_aurc_B0_rmd_minus_B0,delta_aurc_B0_probe_minus_B0,delta_aurc_B0_rmd_minus_B0_probe,delta_aurc_B0_both_minus_B0_rmd,seconds
deepseek_llama,5,50,82,0.6585365853658537,400,178,383,0.5,0.6382275132275133,0.5370370370370371,0.24495758892160246,0.742847289127178,-0.08431070376132432,0.20027366047506945,0.787531217573711,-0.12899463220785734,0.2582225582657822,0.7295823197829983,-0.07104573441714457,0.21379618822375646,0.774008689825024,-0.11547210445917033,-0.04468392844653302,0.013264969344179756,-0.05794889779071277,0.013522527748687008,49.48820948600769
deepseek_llama,5,100,82,0.6585365853658537,800,353,764,0.49,0.6917989417989419,0.6541005291005291,0.21208071521192995,0.7757241628368505,-0.11718757747099684,0.18040439715407264,0.8074004808947078,-0.14886389552885415,0.21093729768019354,0.7768675803685869,-0.11833099500273325,0.19756528029943277,0.7902395977493477,-0.13170301238349402,-0.03167631805785731,-0.0011434175317364126,-0.0305329005261209,0.01716088314536013,87.98922801017761
deepseek_llama,5,200,82,0.6585365853658537,1600,796,1503,0.555,0.7579365079365079,0.7552910052910052,0.19962150313167837,0.7881833749171021,-0.12964678955124842,0.15628816183061822,0.8315167162181623,-0.17298013085230857,0.19467318406301315,0.7931316939857673,-0.13459510861991364,0.19060862117524735,0.7971962568735331,-0.13865967150767944,-0.043333341301060146,-0.004948319068665219,-0.03838502223239493,0.03432045934462913,147.69289636611938
deepseek_llama,5,400,82,0.6585365853658537,3200,1769,3002,0.6325,0.7791005291005291,0.7665343915343915,0.1917870050706555,0.796017872978125,-0.1374812876122713,0.15188846798816835,0.8359164100606121,-0.17737982469475844,0.17473829684411357,0.8130665812046669,-0.15452999583881322,0.17865518187951557,0.8091496961692649,-0.15061311080341122,-0.03989853708248714,-0.01704870822654192,-0.02284982885594522,0.026766713891347216,291.44973850250244
deepseek_llama,6,25,83,0.7228915662650602,200,105,183,0.64,0.6550724637681159,0.6260869565217391,0.16006434526804036,0.8278874619608753,-0.10499589569581502,0.15970438777369023,0.8282474194552254,-0.10535585319016516,0.1497530377255888,0.8381987695033268,-0.1153072032382666,0.14641013147885962,0.841541675750056,-0.11865010948499577,-0.00035995749435013824,-0.010311307542451575,0.009951350048101437,-0.013294256294830609,36.24402832984924
deepseek_llama,6,50,83,0.7228915662650602,400,199,379,0.6,0.6876811594202897,0.7028985507246377,0.20883304465286312,0.7791187625760525,-0.05622719631099227,0.17891938948228892,0.8090324177466267,-0.08614085148156647,0.18986688799412277,0.7980849192347929,-0.07519335296973262,0.17698106616353615,0.8109707410653795,-0.08807917480031924,-0.029913655170574205,-0.018966156658740352,-0.010947498511833853,-0.001938323318752766,51.966583490371704
deepseek_llama,6,100,83,0.7228915662650602,800,442,758,0.64,0.6014492753623188,0.6572463768115943,0.1853217489636757,0.8026300582652399,-0.07973849200017968,0.17373908314900688,0.8142127240799087,-0.09132115781484851,0.17843899897752458,0.809512808251391,-0.08662124198633081,0.1741007448495725,0.8138510623793431,-0.09095949611428289,-0.011582665814668824,-0.0068827499861511265,-0.004699915828517698,0.00036166170056561864,77.56000256538391
deepseek_llama,6,200,83,0.7228915662650602,1600,847,1492,0.62,0.6869565217391305,0.7565217391304349,0.16124188388217997,0.8267099233467357,-0.10381835708167542,0.10977714425284268,0.8781746629760729,-0.1552830967110127,0.13210622103936198,0.8558455861895536,-0.1329540199244934,0.11625101142251182,0.8717007958064038,-0.14880922954134357,-0.051464739629337286,-0.02913566284281799,-0.022329076786519297,0.006473867169669134,165.13798832893372
deepseek_llama,6,400,83,0.7228915662650602,3200,1721,3009,0.6225,0.7485507246376811,0.8007246376811595,0.14008985728326162,0.847861949945654,-0.12497038368059377,0.10540708864758275,0.8825447185813329,-0.15965315231627264,0.11075576697807299,0.8771960402508426,-0.1543044739857824,0.10181157064870916,0.8861402365802065,-0.16324867031514623,-0.03468276863567887,-0.02933409030518863,-0.005348678330490242,-0.0035955179988735875,297.2223286628723
deepseek_llama,7,25,81,0.654320987654321,200,100,193,0.68,0.5505390835579516,0.5943396226415095,0.25758379407091603,0.7300705269167382,-0.07574953926241723,0.28973816032466715,0.6979161606629871,-0.04359517300866611,0.25030461498437473,0.7373497060032795,-0.08302871834895853,0.2818024483034758,0.7058518726841785,-0.051530885029857476,0.03215436625375112,-0.007279179086541299,0.03943354534029242,-0.007935712021191366,33.54773187637329
deepseek_llama,7,50,81,0.654320987654321,400,207,368,0.66,0.6091644204851753,0.7432614555256064,0.24930700885395218,0.7383473121337021,-0.08402632447938108,0.24251871160262306,0.7451356093850312,-0.0908146217307102,0.20217657528663424,0.78547774570102,-0.13115675804669902,0.2017017414784672,0.7859525795091871,-0.13163159185486606,-0.006788297251329123,-0.04713043356731794,0.04034213631598882,-0.04081697012415586,54.75280523300171
deepseek_llama,7,100,81,0.654320987654321,800,432,746,0.66,0.6057951482479784,0.7547169811320754,0.24439596929771557,0.7432583516899387,-0.0889373640356177,0.22541892940812214,0.7622353915795321,-0.10791440392521112,0.16301253955289308,0.8246417814347612,-0.17032079378044018,0.16132474174503053,0.8263295792426237,-0.17200859158830273,-0.018977039889593428,-0.08138342974482249,0.06240638985522906,-0.0640941876630916,85.4277606010437
deepseek_llama,7,200,81,0.654320987654321,1600,845,1501,0.63,0.6731805929919137,0.7264150943396226,0.23062257428732624,0.757031746700328,-0.10271075904600702,0.1956029033485308,0.7920514176391235,-0.13773042998480245,0.17184483963765618,0.8158094813499981,-0.16148849369567708,0.17289329179400392,0.8147610291936503,-0.16044004153932934,-0.03501967093879543,-0.058777734649670066,0.023758063710874633,-0.022709611554526887,157.9719831943512
deepseek_llama,7,400,81,0.654320987654321,3200,1780,3022,0.64,0.7634770889487871,0.7809973045822102,0.24259850886837997,0.7450558121192743,-0.09073482446495329,0.16419905923045097,0.8234552617572033,-0.1691342741028823,0.1565334836249208,0.8311208373627335,-0.17679984970841245,0.15497788119391587,0.8326764397937384,-0.1783554521394174,-0.078399449637929,-0.08606502524345916,0.007665575605530162,-0.009221178036535105,283.6363961696625
deepseek_llama,8,25,82,0.7317073170731707,200,100,192,0.56,0.6818181818181818,0.6234848484848485,0.19679359791949746,0.791011280129283,-0.0593039630561123,0.1796357527855602,0.8081691252632203,-0.07646180819004955,0.20453282035907994,0.7832720576897005,-0.051564740616529825,0.18762721427771645,0.800177663771064,-0.06847034669789331,-0.017157845133937255,0.007739222439582472,-0.024897067573519727,0.007991461492156238,32.83791899681091
deepseek_llama,8,50,82,0.7317073170731707,400,220,382,0.62,0.6818181818181818,0.6924242424242424,0.1559895034797335,0.831815374569047,-0.10010805749587626,0.1133730292984948,0.8744318487502857,-0.14272453167711496,0.12597012258188067,0.8618347554668998,-0.1301274383937291,0.12245244126802546,0.865352436780755,-0.1336451197075843,-0.042616474181238706,-0.030019380897852832,-0.012597093283385874,0.00907941196953066,42.752803325653076
deepseek_llama,8,100,82,0.7317073170731707,800,450,747,0.66,0.7242424242424242,0.6969696969696969,0.1441508631142,0.8436540149345805,-0.11194669786140976,0.10475379432863152,0.883051083720149,-0.15134376664697824,0.134041863630873,0.8537630144179075,-0.12205569734473676,0.11734107830699958,0.8704637997417809,-0.13875648266861018,-0.03939706878556848,-0.010108999483326997,-0.029288069302241482,0.012587283978368058,82.31429100036621
deepseek_llama,8,200,82,0.7317073170731707,1600,844,1499,0.625,0.7166666666666667,0.6992424242424243,0.13637715245886706,0.8514277255899134,-0.1197204085167427,0.11084922147773546,0.876955656571045,-0.1452483394978743,0.13771641296452863,0.8500884650842518,-0.11838114801108113,0.13808060217185925,0.8497242758769212,-0.11801695880375052,-0.025527930981131597,0.001339260505661577,-0.026867191486793174,0.027231380694123786,155.88447380065918
deepseek_llama,8,400,82,0.7317073170731707,3200,1715,3002,0.62,0.7106060606060606,0.7401515151515151,0.12896625494185587,0.8588386231069246,-0.1271313060337539,0.1314376015472859,0.8563672765014946,-0.12465995942832386,0.12177394706630496,0.8660309309824755,-0.1343236139093048,0.12685796017323858,0.8609469178755419,-0.12923960080237118,0.002471346605430025,-0.0071923078755509184,0.009663654480980943,-0.004579641374047316,284.24989914894104
deepseek_llama,9,25,85,0.6588235294117647,200,108,192,0.6,0.6902709359605912,0.5929802955665024,0.23976322276512008,0.748472071352527,-0.08964854194076233,0.23976322276512008,0.748472071352527,-0.08964854194076233,0.24810411730913373,0.7401311768085134,-0.08130764739674867,0.22351821568494235,0.7647170784327048,-0.10589354902094006,0.0,0.008340894544013655,-0.008340894544013655,-0.01624500708017773,33.753180265426636
deepseek_llama,9,50,85,0.6588235294117647,400,214,376,0.6,0.6859605911330049,0.6373152709359605,0.18623931600034882,0.8019959781172983,-0.14317244870553358,0.1933131957821982,0.7949220983354489,-0.13609856892368422,0.1794916624300218,0.8087436316876253,-0.1499201022758606,0.17884790666128092,0.8093873874563662,-0.15056385804460148,0.007073879781849368,-0.006747653570327028,0.013821533352176396,-0.014465289120917268,49.83422374725342
deepseek_llama,9,100,85,0.6588235294117647,800,441,757,0.63,0.7056650246305418,0.7185960591133006,0.16086367918050126,0.8273716149371458,-0.16854808552538114,0.17693922383898664,0.8112960702786605,-0.15247254086689577,0.1840217704751519,0.8042135236424952,-0.1453899942307305,0.18230311735398141,0.8059321767636657,-0.147108647351901,0.016075544658485375,0.02315809129465063,-0.0070825466361652545,0.0053638935149947775,77.10441613197327
deepseek_llama,9,200,85,0.6588235294117647,1600,874,1523,0.61,0.7290640394088669,0.8115763546798029,0.15334796018503893,0.8348873339326082,-0.17606380452084347,0.17839476019835954,0.8098405339192876,-0.15101700450752287,0.1310515311955549,0.8571837629220922,-0.1983602335103275,0.14680462803574057,0.8414306660819065,-0.18260713667014183,0.025046800013320603,-0.02229642898948403,0.04734322900280463,-0.03159013216261897,144.17009782791138
deepseek_llama,9,400,85,0.6588235294117647,3200,1747,3016,0.63,0.6970443349753696,0.8004926108374384,0.15795721016323638,0.8302780839544107,-0.17145455454264602,0.20573302879054922,0.7825022653270979,-0.12367873591533318,0.13518241479372728,0.8530528793239198,-0.19422934991215512,0.1597996468289724,0.8284356472886747,-0.16961211787691,0.04777581862731284,-0.022774795369509104,0.07055061399682194,-0.045933381961576814,292.9941167831421
